Rank,Block_name,Suspiciousness Value(Ochiai)
10,test_mltests.cpp_run_test_case_53,NaN
10,test_mltests.cpp_validate_test_results_94,NaN
10,tree.cpp_train_225,NaN
10,tree.cpp_endTraining_220,0
10,tree.cpp_initCompVarIdx_206,0
10,tree.cpp_startTraining_138,0
10,lr.cpp_write_591,NaN
10,lr.cpp_read_614,NaN
10,test_lr.cpp_run_154,NaN
10,em.cpp_EMImpl_86,0
10,data.cpp_getResponseType_164,0
10,data.cpp_getSampleWeights_170,0
10,data.cpp_getCatOfs_211,0
10,data.cpp_getCatMap_212,0
10,data.cpp_getDefaultSubstValues_214,0
10,data.cpp_getValues_888,0
10,data.cpp_getNormCatValues_918,0
10,precomp.hpp_setMaxCategories_133,0
10,precomp.hpp_setMaxDepth_139,0
10,precomp.hpp_setCVFolds_149,0
10,precomp.hpp_setRegressionAccuracy_164,0
10,precomp.hpp_getDefaultName_298,NaN
10,precomp.hpp_isClassifier_300,NaN
10,precomp.hpp_getVarCount_301,0
10,tree.cpp_TreeParams_52,0
10,tree.cpp_WorkData_100,NaN
10,tree.cpp__isClassifier_118,0
10,tree.cpp_DTreesImpl_119,0
10,tree.cpp_clear_121,NaN
10,em.cpp_EMImpl_92,NaN
10,test_mltests2.cpp_save_675,0
10,em.cpp_setCovarianceMatrixType_73,0
10,test_save_load.cpp_TEST_159,NaN
10,test_save_load.cpp_TEST_261,NaN
10,test_save_load.cpp_TEST_262,NaN
10,test_save_load.cpp_TEST_263,NaN
10,test_save_load.cpp_TEST_264,NaN
10,test_save_load.cpp_TEST_265,NaN
10,test_save_load.cpp_TEST_266,NaN
10,test_svmtrainauto.cpp_TEST_89,NaN
10,test_svmtrainauto.cpp_TEST_168,NaN
10,data.cpp_getSubVector_61,0
10,data.cpp_TrainDataImpl_133,NaN
10,data.cpp_getTrainSampleIdx_167,0
10,data.cpp_getTrainResponses_183,0
10,kdtree.cpp_KDTree_63,NaN
10,kdtree.cpp_medianPartition_96,0
10,kdtree.cpp_computeSums_141,0
10,kdtree.cpp_build_159,0
10,kdtree.cpp_build_165,NaN
10,kdtree.cpp_findNearest_278,0
10,kdtree.cpp_getPoints_475,0
10,knearest.cpp_Impl_60,0
10,knearest.cpp_Impl_66,NaN
10,knearest.cpp_train_75,NaN
10,knearest.cpp_doTrain_101,0
10,test_save_load.cpp_TEST_260,NaN
10,test_save_load.cpp_TEST_158,NaN
10,em.cpp_setClustersNumber_62,0
10,test_save_load.cpp_TEST_157,NaN
10,test_emknearestkmeans.cpp_CV_TRACE_FUNCTION_55,NaN
10,test_emknearestkmeans.cpp_CV_TRACE_FUNCTION_56,NaN
10,test_emknearestkmeans.cpp_generateData_79,0
10,test_emknearestkmeans.cpp_getLabelsMap_140,0
10,test_emknearestkmeans.cpp_calcErr_187,0
10,test_emknearestkmeans.cpp_run_230,NaN
10,test_emknearestkmeans.cpp_CV_TRACE_FUNCTION_233,NaN
10,test_emknearestkmeans.cpp_TEST_705,NaN
10,test_emknearestkmeans.cpp_TEST_706,NaN
10,test_emknearestkmeans.cpp_TEST_707,NaN
10,test_emknearestkmeans.cpp_TEST_708,NaN
10,test_lr.cpp_TEST_227,NaN
10,test_lr.cpp_TEST_228,NaN
10,test_mltests.cpp_TEST_128,NaN
10,test_mltests.cpp_TEST_129,NaN
10,test_mltests.cpp_TEST_130,NaN
10,test_mltests.cpp_TEST_131,NaN
10,test_save_load.cpp_TEST_151,NaN
10,test_save_load.cpp_TEST_152,NaN
10,test_save_load.cpp_TEST_153,NaN
10,test_save_load.cpp_TEST_154,NaN
10,test_save_load.cpp_TEST_155,NaN
10,test_save_load.cpp_TEST_156,NaN
10,knearest.cpp_findNearestCore_146,0
10,knearest.cpp_)_298,NaN
10,knearest.cpp_findNearest_320,NaN
10,knearest.cpp_doTrain_368,NaN
10,inner_functions.cpp_calcError_135,0
10,knearest.cpp_read_110,NaN
10,knearest.cpp_write_120,0
10,knearest.cpp_getModelName_140,0
10,knearest.cpp_isClassifier_462,0
10,knearest.cpp_isTrained_463,0
10,knearest.cpp_write_468,NaN
10,knearest.cpp_read_474,NaN
10,knearest.cpp_predict_491,0
10,knearest.cpp_getDefaultName_500,0
10,test_mltests2.cpp_CV_MLBaseTest_379,NaN
10,test_mltests2.cpp_CV_MLBaseTest_397,NaN
10,test_mltests2.cpp_read_params_404,0
10,test_mltests2.cpp_run_429,NaN
10,test_mltests2.cpp_prepare_test_case_455,0
10,test_mltests2.cpp_get_validation_filename_493,0
10,test_mltests2.cpp_train_498,NaN
10,test_mltests2.cpp_get_test_error_657,0
10,precomp.hpp_readVectorOrMat_373,0
10,test_mltests2.cpp_load_681,0
10,test_precomp.hpp_CV_SLMLTest_88,0
10,test_save_load.cpp_run_test_case_56,0
10,test_save_load.cpp_validate_test_results_81,0
10,inner_functions.cpp_)_93,NaN
10,data.cpp_loadFromCSV_1030,NaN
10,data.cpp_shuffleTrainTest_814,0
10,data.cpp_getNSamples_137,0
10,knearest.cpp_findNearest_376,NaN
10,knearest.cpp_setAlgorithmType_447,0
10,knearest.cpp_KNearestImpl_455,NaN
10,knearest.cpp_findNearest_486,NaN
10,knearest.cpp_train_496,NaN
10,knearest.cpp_initImpl_504,0
10,knearest.cpp_create_514,0
10,test_emknearestkmeans.cpp_run_301,NaN
10,test_emknearestkmeans.cpp_run_302,NaN
10,data.cpp_getLayout_135,0
10,data.cpp_getNTrainSamples_142,0
10,data.cpp_setTrainTestSplit_777,0
10,data.cpp_getNTestSamples_146,0
10,data.cpp_getSamples_158,0
10,data.cpp_getResponses_159,0
10,data.cpp_getTestSampleIdx_168,0
10,data.cpp_getTestSampleWeights_178,0
10,data.cpp_loadCSV_509,0
10,data.cpp_loadCSV_511,NaN
10,data.cpp_setData_662,NaN
10,data.cpp_decodeElem_679,0
10,data.cpp_setVarTypes_704,0
10,precomp.hpp_isTrained_299,NaN
10,tree.cpp_setDParams_347,0
10,svmsgd.cpp_setOptimalParameters_489,0
10,tree.cpp_readParams_1691,0
10,svm.cpp_solve_generic_653,0
10,svm.cpp_select_working_set_807,NaN
10,svm.cpp_calc_rho_860,NaN
10,svm.cpp_select_working_set_nu_svm_897,NaN
10,svm.cpp_calc_rho_nu_svm_966,NaN
10,svm.cpp_solve_c_svc_1018,NaN
10,svm.cpp_solve_nu_svr_1163,NaN
10,svm.cpp_SVMImpl_1234,NaN
10,svm.cpp_SVMImpl_1240,NaN
10,svm.cpp_clear_1245,NaN
10,svm.cpp_setKernel_1279,0
10,svm.cpp_checkParams_1292,0
10,svm.cpp_do_train_1370,0
10,svm.cpp_optimize_linear_svm_1558,0
10,svm.cpp_train_1610,NaN
10,svm.cpp_)_1906,NaN
10,svm.cpp_predict_1999,NaN
10,svm.cpp_write_params_2037,NaN
10,svm.cpp_Fct49_2058,NaN
10,svm.cpp_Fct50_2080,NaN
10,svm.cpp_isTrained_2089,NaN
10,svm.cpp_isClassifier_2094,NaN
10,svm.cpp_getDefaultName_2104,NaN
10,svm.cpp_write_2109,NaN
10,svm.cpp_for_2166,NaN
10,svm.cpp_get_row_svr_610,NaN
10,svm.cpp_get_row_svc_584,NaN
10,svm.cpp_get_row_base_536,NaN
10,nbayes.cpp_write_344,NaN
10,ann_mlp.cpp_if _1387,NaN
10,ann_mlp.cpp_write_1396,NaN
10,ann_mlp.cpp_getDefaultName_1556,NaN
10,data.cpp_getMissing_160,0
10,test_mltests2.cpp_str_to_ann_train_method_81,0
10,test_mltests2.cpp_ann_check_data_109,0
10,test_mltests2.cpp_ann_get_new_responses_122,0
10,test_mltests2.cpp_ann_calc_error_154,0
10,test_mltests2.cpp_create_541,NaN
10,ann_mlp.cpp_getVarCount_1551,NaN
10,nbayes.cpp_predict_303,NaN
10,nbayes.cpp_read_385,NaN
10,svm.cpp_Solver_489,0
10,nbayes.cpp_clear_432,NaN
10,nbayes.cpp_isTrained_446,NaN
10,nbayes.cpp_isClassifier_447,NaN
10,nbayes.cpp_getDefaultName_449,NaN
10,data.cpp_getTrainNormCatResponses_187,0
10,svm.cpp_SvmParams_120,NaN
10,svm.cpp_SVMKernelImpl_156,NaN
10,svm.cpp_calc_non_rbf_base_168,0
10,svm.cpp_calc_rbf_219,0
10,svm.cpp_calc_304,0
10,svm.cpp_sortSamplesByClasses_345,0
10,svm.cpp_read_params_2185,NaN
10,svm.cpp_read_2242,NaN
10,svm.cpp_create_2336,0
10,test_svmsgd.cpp_makeData_116,0
10,svmsgd.cpp_read_466,NaN
10,svmsgd.cpp_clear_476,NaN
10,svmsgd.cpp_SVMSGDImpl_483,NaN
10,test_mltests2.cpp_str_to_svmsgd_type_358,0
10,test_mltests2.cpp_str_to_margin_type_368,0
10,nbayes.cpp_getVarCount_448,NaN
10,svmsgd.cpp_getVarCount_86,NaN
10,svmsgd.cpp_normalizeSamples_144,0
10,svmsgd.cpp_makeExtendedTrainSamples_168,0
10,svmsgd.cpp_updateWeights_179,0
10,test_svmsgd.cpp_generateSameBorders_79,0
10,test_svmsgd.cpp_CV_SVMSGDTrainTest_135,NaN
10,svmsgd.cpp_switch _418,NaN
10,test_svmsgd.cpp_run_166,NaN
10,test_svmsgd.cpp_makeWeightsAndShift_194,0
10,test_svmsgd.cpp_TEST_206,NaN
10,test_svmsgd.cpp_TEST_219,NaN
10,test_svmsgd.cpp_TEST_232,NaN
10,test_svmsgd.cpp_generateDifferentBorders_90,0
10,test_svmsgd.cpp_TEST_245,NaN
10,test_svmsgd.cpp_TEST_258,NaN
10,test_svmsgd.cpp_TEST_271,NaN
10,svmsgd.cpp_getWeights_82,NaN
10,svmsgd.cpp_getShift_84,0
10,svmsgd.cpp_readParams_426,NaN
10,svmsgd.cpp_writeParams_381,NaN
10,test_mltests2.cpp_str_to_svm_type_50,0
10,test_svmtrainauto.cpp_trainAuto_111,NaN
10,test_mltests2.cpp_str_to_svm_kernel_type_65,0
10,svm.cpp_getVarCount_2099,NaN
10,inner_functions.cpp_ParamGrid_45,NaN
10,svm.cpp_checkParamGrid_96,NaN
10,svm.cpp_getDefaultGrid_372,NaN
10,svm.cpp_)_1655,NaN
10,svm.cpp_trainAuto_1736,0
10,test_svmtrainauto.cpp_run_58,NaN
10,test_svmtrainauto.cpp_trainAuto_76,NaN
10,test_svmtrainauto.cpp_predict_79,NaN
10,test_svmtrainauto.cpp_TEST_93,NaN
10,test_svmtrainauto.cpp_predict_114,NaN
10,svmsgd.cpp_write_369,NaN
10,svm.cpp_calc_poly_191,0
10,svm.cpp_getUncompressedSupportVectors__1254,0
10,svm.cpp_getSupportVectors_1259,0
10,svm.cpp_getUncompressedSupportVectors_2352,0
10,test_svmtrainauto.cpp_run_129,NaN
10,svmsgd.cpp_getDefaultName_88,NaN
10,svmsgd.cpp_create_133,0
10,svmsgd.cpp_train_226,NaN
10,svmsgd.cpp_predict_325,NaN
10,svmsgd.cpp_isClassifier_355,NaN
10,svmsgd.cpp_isTrained_364,NaN
10,ann_mlp.cpp_if_1360,NaN
10,ann_mlp.cpp_write_params_1340,NaN
10,test_mltests2.cpp_TEST_255,NaN
10,rtrees.cpp_startTraining_112,NaN
10,test_mltests2.cpp_str_to_boost_type_341,0
10,boost.cpp_readParams_409,NaN
10,boost.cpp_read_427,NaN
10,boost.cpp_read_487,NaN
10,boost.cpp_isTrained_493,NaN
10,boost.cpp_getVarCount_491,NaN
10,rtrees.cpp_RTreeParams_51,NaN
10,rtrees.cpp_DTreesImplForRTrees_73,0
10,rtrees.cpp_DTreesImplForRTrees_86,NaN
10,rtrees.cpp_clear_89,NaN
10,rtrees.cpp_getActiveVars_97,NaN
10,rtrees.cpp_endTraining_125,NaN
10,boost.cpp_create_506,0
10,rtrees.cpp_train_134,NaN
10,rtrees.cpp_writeTrainingParams_297,NaN
10,rtrees.cpp_write_304,NaN
10,rtrees.cpp_for_323,NaN
10,rtrees.cpp_getDefaultName_448,NaN
10,rtrees.cpp_train_451,NaN
10,rtrees.cpp_predict_459,NaN
10,rtrees.cpp_write_465,NaN
10,rtrees.cpp_isClassifier_486,NaN
10,rtrees.cpp_create_498,0
10,precomp.hpp_getRoots_347,0
10,data.cpp_getSample_964,0
10,boost.cpp_isClassifier_494,NaN
10,rtrees.cpp_getVotes__477,0
10,boost.cpp_startTraining_90,NaN
10,tree.cpp_readSplit_1802,0
10,tree.cpp_readNode_1867,0
10,tree.cpp_readTree_1897,0
10,tree.cpp_read_1931,NaN
10,test_save_load.cpp_run_171,NaN
10,test_save_load.cpp_oneTest_186,0
10,test_save_load.cpp_randomFillCategories_226,0
10,boost.cpp_DTreesImplForBoost_76,0
10,boost.cpp_DTreesImplForBoost_80,NaN
10,boost.cpp_isClassifier_82,NaN
10,boost.cpp_clear_85,NaN
10,boost.cpp_normalizeWeights_113,0
10,boost.cpp_write_482,NaN
10,boost.cpp_endTraining_136,NaN
10,boost.cpp_calcValue_171,NaN
10,boost.cpp_train_186,NaN
10,boost.cpp_updateWeightsAndTrim_203,0
10,boost.cpp_predictTrees_360,NaN
10,boost.cpp_writeTrainingParams_374,NaN
10,boost.cpp_write_386,NaN
10,boost.cpp_for_400,NaN
10,boost.cpp_getDefaultName_469,NaN
10,boost.cpp_train_472,NaN
10,boost.cpp_predict_477,NaN
10,rtrees.cpp_getVotes_366,0
10,rtrees.cpp_getRoots_488,NaN
10,data.cpp_setTrainTestSplitRatio_771,0
10,ann_mlp.cpp_changeState_102,0
10,ann_mlp.cpp_)_1112,NaN
10,ann_mlp.cpp__buf_1122,0
10,ann_mlp.cpp_train_rprop_1224,0
10,ann_mlp.cpp_read_params_1428,NaN
10,ann_mlp.cpp_read_1506,NaN
10,ann_mlp.cpp_isTrained_1541,NaN
10,ann_mlp.cpp_create_1576,0
10,data.cpp_getTestSamples_54,0
10,data.cpp_getTrainSampleWeights_174,0
10,test_mltests2.cpp_TEST_201,NaN
10,ml.inl_simulatedAnnealingSolver_18,0
10,ann_mlp.cpp_initVarMap_118,NaN
10,ann_mlp.cpp_train_911,NaN
10,ann_mlp.cpp_setAnnealInitialT_153,0
10,ann_mlp.cpp_setAnnealFinalT_169,0
10,ann_mlp.cpp_setAnnealCoolingRatio_185,0
10,ann_mlp.cpp_setAnnealItePerStep_201,0
10,ann_mlp.cpp_setAnnealEnergyRNG_209,0
10,ann_mlp.cpp_setAnnealEnergyRNG_243,NaN
10,ann_mlp.cpp_getLayerSizes_366,0
10,ann_mlp.cpp_if_469,NaN
10,ann_mlp.cpp_train_anneal_946,0
10,ann_mlp.cpp_getWeights_1535,0
10,ann_mlp.cpp_isClassifier_1546,NaN
10,ann_mlp.cpp_switch_931,NaN
10,ann_mlp.cpp_prepare_to_train_879,0
10,rtrees.cpp_getVotes_511,NaN
10,ann_mlp.cpp_ANN_MLPImpl_220,0
10,test_mltests.cpp_TEST_178,NaN
10,rtrees.cpp_readParams_332,NaN
10,rtrees.cpp_read_341,NaN
10,rtrees.cpp_read_471,NaN
10,rtrees.cpp_isTrained_485,NaN
10,rtrees.cpp_getVarCount_483,NaN
10,nbayes.cpp_NormalBayesClassifierImpl_51,NaN
10,nbayes.cpp_train_56,NaN
10,nbayes.cpp_)_223,NaN
10,nbayes.cpp_create_458,NaN
10,test_mltests.cpp_TEST_134,NaN
10,ann_mlp.cpp_ANN_MLPImpl_227,NaN
10,ann_mlp.cpp_calc_output_scale_806,0
10,ann_mlp.cpp_clear_246,NaN
10,ann_mlp.cpp_setTrainMethod_257,0
10,ann_mlp.cpp_setActivationFunction_285,0
10,ann_mlp.cpp_init_weights_333,0
10,ann_mlp.cpp_setLayerSizes_371,0
10,ann_mlp.cpp_predict_403,NaN
10,ann_mlp.cpp_scale_input_478,0
10,ann_mlp.cpp_scale_output_505,0
10,ann_mlp.cpp_calc_activ_func_532,0
10,ann_mlp.cpp_calc_activ_func_deriv_637,0
10,ann_mlp.cpp_calc_input_scale_764,0
10,test_emknearestkmeans.cpp_defaultDistribs_52,0
