Rank,Block_name,Suspiciousness Value(Dstar4)
1,test_io.cpp_TEST_581,1
1,mathfuncs.cpp_iPow_i_1023,1
1,mathfuncs.cpp_iPow8u_1089,1
1,mathfuncs.cpp_cvPow_1697,1
1,test_math.cpp_Core_MathTest_35,1
1,test_math.cpp_get_test_array_types_and_sizes_55,1
1,test_math.cpp_get_test_array_types_and_sizes_100,1
1,test_math.cpp_get_success_error_level_129,1
1,test_math.cpp_get_minmax_bounds_139,1
1,test_math.cpp_run_func_155,1
1,test_math.cpp_prepare_to_validation_215,1
18,ocl.cpp_haveAmdBlas_985,0,0392156862745098
18,ocl.cpp_useOpenCL_877,0,0392156862745098
18,ocl.cpp_haveOpenCL_839,0,0392156862745098
18,logger.cpp_writeLogMessage_63,0,0392156862745098
18,alloc.cpp_fastFree_85,0,0392156862745098
18,alloc.cpp_fastMalloc_61,0,0392156862745098
18,utility.hpp_createDataInstance_713,0,0392156862745098
18,utility.hpp_TLSData_698,0,0392156862745098
18,ptr.inl_makePtr_300,0,0392156862745098
18,ptr.inl_Ptr_155,0,0392156862745098
18,ptr.inl_deleteSelf_98,0,0392156862745098
18,mat.inl_release_802,0,0392156862745098
18,cvstd.inl_string_119,0,0392156862745098
18,cvstd.hpp_ _1002,0,0392156862745098
18,cvstd.hpp_ _992,0,0392156862745098
18,cvstd.hpp_ _960,0,0392156862745098
18,cvstd.hpp_find_799,0,0392156862745098
18,cvstd.hpp_substr_779,0,0392156862745098
18,cvstd.hpp_len__598,0,0392156862745098
18,alloc.cpp_cvAlloc_102,0,0392156862745098
18,alloc.cpp_cvFree__107,0,0392156862745098
18,command_line_parser.cpp_cat_string_11,0,0392156862745098
18,command_line_parser.cpp_CommandLineParser_276,0,0392156862745098
18,logger.cpp_getLogLevel_56,0,0392156862745098
18,logger.cpp_getLogLevelVariable_43,0,0392156862745098
18,logger.cpp_parseLogLevelConfiguration_19,0,0392156862745098
18,command_line_parser.cpp_split_string_520,0,0392156862745098
18,command_line_parser.cpp_split_range_string_450,0,0392156862745098
18,command_line_parser.cpp_sort_params_332,0,0392156862745098
18,command_line_parser.cpp_String_217,0,0392156862745098
18,command_line_parser.cpp_char_tolower_74,0,0392156862745098
18,command_line_parser.cpp_CommandLineParser_196,0,0392156862745098
18,command_line_parser.cpp_cmp_params_185,0,0392156862745098
18,command_line_parser.cpp_if_131,0,0392156862745098
18,command_line_parser.cpp_getByName_117,0,0392156862745098
18,command_line_parser.cpp_from_str_87,0,0392156862745098
18,command_line_parser.cpp_parse_bool_78,0,0392156862745098
18,ocl.cpp_Queue_2642,0,0392156862745098
18,ocl.cpp_getDefault_2356,0,0392156862745098
18,ocl.cpp_getStrProp_5841,0,0392156862745098
18,softfloat.cpp_if _2255,0,0392156862745098
18,stl.cpp_allocate_48,0,0392156862745098
18,softfloat.cpp_if _3049,0,0392156862745098
18,softfloat.cpp_softfloat_roundPackToF64_3027,0,0392156862745098
18,softfloat.cpp_if _2983,0,0392156862745098
18,softfloat.cpp_softfloat_roundPackToF32_2961,0,0392156862745098
18,softfloat.cpp_if _2275,0,0392156862745098
18,softfloat.cpp_if _2256,0,0392156862745098
18,softfloat.cpp_if _2244,0,0392156862745098
18,softfloat.cpp_if _1598,0,0392156862745098
18,softfloat.cpp_if _2236,0,0392156862745098
18,softfloat.cpp_if _2232,0,0392156862745098
18,softfloat.cpp_if _2229,0,0392156862745098
18,softfloat.cpp_softfloat_addMagsF32_2209,0,0392156862745098
18,softfloat.cpp_if _1625,0,0392156862745098
18,softfloat.cpp_if _1611,0,0392156862745098
18,softfloat.cpp_if _1605,0,0392156862745098
18,stl.cpp_deallocate_60,0,0392156862745098
18,system.cpp_getInitializationMutex_54,0,0392156862745098
18,system.cpp_initializeNames_281,0,0392156862745098
18,system.cpp_initialize_315,0,0392156862745098
18,system.cpp_SetData_1294,0,0392156862745098
18,system.cpp_TlsAbstraction_1281,0,0392156862745098
18,system.cpp_unlock_1232,0,0392156862745098
18,system.cpp_lock_1231,0,0392156862745098
18,system.cpp_Mutex_1207,0,0392156862745098
18,system.cpp_Mutex_1202,0,0392156862745098
18,system.cpp_redirectError_975,0,0392156862745098
18,system.cpp_cv_vsnprintf_917,0,0392156862745098
18,system.cpp_format_798,0,0392156862745098
18,system.cpp_getBuildInformation_790,0,0392156862745098
18,system.cpp_getTickCount_682,0,0392156862745098
18,system.cpp_checkHardwareSupport_654,0,0392156862745098
18,system.cpp_readSettings_577,0,0392156862745098
18,system.cpp_initializeNames_327,0,0392156862745098
18,system.cpp_initializeNames_326,0,0392156862745098
18,ocl.cpp_PlatformInfo_5864,0,0392156862745098
18,system.cpp_getData_1423,0,0392156862745098
18,softfloat.cpp_if _742,0,0392156862745098
18,softfloat.cpp_softfloat_227,0,0392156862745098
18,softfloat.cpp_if _1593,0,0392156862745098
18,softfloat.cpp_f32_div_713,0,0392156862745098
18,softfloat.cpp_ _271,0,0392156862745098
18,softfloat.cpp_softdouble_247,0,0392156862745098
18,softfloat.cpp_ _235,0,0392156862745098
18,softfloat.cpp_ _233,0,0392156862745098
18,ocl.cpp_getPlatforms_5917,0,0392156862745098
18,softfloat.cpp_if _756,0,0392156862745098
18,persistence.cpp_cvUnregisterType_6600,0,0392156862745098
18,persistence.cpp_cvRegisterType_6550,0,0392156862745098
18,persistence.cpp_CvType_6520,0,0392156862745098
18,persistence.cpp_CvType_6502,0,0392156862745098
18,parallel.cpp_currentParallelFramework_704,0,0392156862745098
18,opencl_core.cpp_opencl_check_fn_302,0,0392156862745098
18,softfloat.cpp_if _750,0,0392156862745098
18,softfloat.cpp_if _766,0,0392156862745098
18,ocl.cpp_getPlatfomsInfo_5932,0,0392156862745098
18,softfloat.cpp_if _1447,0,0392156862745098
18,ocl.cpp_deviceNumber_5890,0,0392156862745098
18,ocl.cpp_getDevice_5895,0,0392156862745098
18,softfloat.cpp_f64_mul_1564,0,0392156862745098
18,softfloat.cpp_if _1470,0,0392156862745098
18,softfloat.cpp_if _1468,0,0392156862745098
18,softfloat.cpp_if _1461,0,0392156862745098
18,ocl.cpp_name_5902,0,0392156862745098
18,softfloat.cpp_ _780,0,0392156862745098
18,softfloat.cpp_if _1444,0,0392156862745098
18,softfloat.cpp_if _1433,0,0392156862745098
18,softfloat.cpp_if _1423,0,0392156862745098
18,softfloat.cpp_if _1417,0,0392156862745098
18,softfloat.cpp_if _1409,0,0392156862745098
18,softfloat.cpp_f64_div_1378,0,0392156862745098
18,opencl_core.cpp_WinGetProcAddress_120,0,0392156862745098
19,array.cpp_cvReleaseMat_188,0,0384615384615385
19,persistence.cpp_icvFSFlush_634,0,0384615384615385
19,system.cpp_cvGetTickCount_1003,0,0384615384615385
19,matrix.cpp_cvMatToMat_660,0,0384615384615385
19,core_c.h_cvDecRefData_299,0,0384615384615385
19,array.cpp_cvCreateData_795,0,0384615384615385
19,persistence.cpp_icvPuts_395,0,0384615384615385
19,persistence.cpp_FileStorage_6877,0,0384615384615385
20,matrix.cpp_cvarrToMat_950,0,037037037037037
21,system.cpp_getTickFrequency_702,0,03125
22,system.cpp_cvGetErrStatus_1097,0,0303030303030303
22,persistence.cpp_FileStorage_6891,0,0303030303030303
22,array.cpp_)_3215,0,0303030303030303
22,persistence.cpp_isOpened_6912,0,0303030303030303
23,persistence.cpp_release_6917,0,0294117647058824
23,persistence.cpp_cvOpenFileStorage_4173,0,0294117647058824
23,persistence.cpp_icvClose_662,0,0294117647058824
23,persistence.cpp_cvReleaseFileStorage_698,0,0294117647058824
23,persistence.cpp_open_6900,0,0294117647058824
24,ptr.inl_reset_185,0,0263157894736842
25,datastructs.cpp_cvReleaseMemStorage_181,0,025
25,datastructs.cpp_icvGoNextMemBlock_216,0,025
25,datastructs.cpp_icvInitMemStorage_90,0,025
25,datastructs.cpp_cvCreateMemStorage_109,0,025
25,datastructs.cpp_cvSetSeqBlockSize_410,0,025
25,datastructs.cpp_cvCreateSeq_373,0,025
25,datastructs.cpp_cvMemStorageAlloc_324,0,025
25,datastructs.cpp_icvDestroyMemStorage_133,0,025
26,persistence.cpp_cvGetFileNodeByName_852,0,0222222222222222
27,system.cpp_cvSetErrStatus_1102,0,0185185185185185
28,mat.inl_step_405,0,0158730158730159
29,matrix.cpp_create_2466,0,015625
30,matrix.cpp_idx_4791,0,0147058823529412
31,mat.inl_Mat_689,0,0136986301369863
32,mat.inl_size_1339,0,0106382978723404
33,mat.inl_size_499,0,0105263157894737
34,ocl.cpp_isOpenCLActivated_895,0,0101010101010101
35,matrix.cpp_idx_4797,0,00943396226415094
36,mat.inl_ _1361,0,00925925925925926
37,matrix.cpp_+_4901,0,00862068965517241
38,matrix.cpp_type_1959,0,00854700854700855
39,matrix.cpp_init_4802,0,00775193798449612
40,matrix.cpp_create_388,0,00746268656716418
41,mat.inl_getMat_146,0,00735294117647059
42,matrix.cpp_kind_1572,0,0072992700729927
42,mat.inl_step_480,0,0072992700729927
43,test_eigen.cpp_run_163,0
43,mat.inl_)_1904,0
43,test_eigen.cpp_run_164,0
43,test_eigen.cpp_check_full_374,0
43,test_eigen.cpp_test_values_345,0
43,test_eigen.cpp_run_154,0
43,test_eigen.cpp_check_pair_count_186,0
43,test_eigen.cpp_check_orthogonality_228,0
43,test_eigen.cpp_check_pairs_order_251,0
43,test_eigen.cpp_run_144,0
43,matmul.cpp_GEMMSingleMul_64f_596,0
43,test_eigen.cpp_test_pairs_291,0
43,test_eigen.cpp_check_pair_count_172,0
43,persistence.cpp_icvWriteSparseMat_5441,0
43,matrix.cpp_completeSymm_3635,0
43,dxt.cpp_mulSpectrums_processCol_noinplace_3437,0
43,dxt.cpp_mulSpectrums_Impl__3519,0
43,dxt.cpp_mulSpectrums_processRows_3501,0
43,dxt.cpp_mulSpectrums_processRow_inplaceA_3485,0
43,dxt.cpp_mulSpectrums_processRow_noinplace_3480,0
43,dxt.cpp_mulSpectrums_processCols_3459,0
43,dxt.cpp_mulSpectrums_processCol_inplaceA_3443,0
43,mat.inl_clone_762,0
43,test_dxt.cpp_mulComplex_423,0
43,test_dxt.cpp_TEST_894,0
43,stat.cpp_normInf__2793,0
43,base.hpp_normInf_550,0
43,test_dxt.cpp_all_877,0
43,test_dxt.cpp_run_865,0
43,rand.cpp_randu_776,0
43,dxt.cpp_mulSpectrums_3539,0
43,test_dxt.cpp_get_success_error_level_799,0
43,matrix.cpp_setIdentity_3274,0
43,matmul.cpp_gemm_1542,0
43,matrix.cpp_needed_2915,0
43,matop.cpp_eye_1755,0
43,matop.cpp_makeExpr_1578,0
43,matop.cpp_assign_1510,0
43,matop.cpp_ _824,0
43,matmul.cpp_MulTransposedL_2805,0
43,matmul.cpp_callGemmImpl_1446,0
43,test_dxt.cpp_run_func_813,0
43,matmul.cpp_gemmImpl_898,0
43,matmul.cpp_GEMMSingleMul_32f_584,0
43,matmul.cpp_GEMMSingleMul_140,0
43,lapack.cpp_eigen_1388,0
43,lapack.cpp_JacobiImpl__107,0
43,test_dxt.cpp_prepare_to_validation_831,0
43,matmul.cpp_mulTransposed_2881,0
43,lda.cpp_if _386,0
43,lda.cpp_alloc_2d_281,0
43,lda.cpp_hqr2_317,0
43,lda.cpp_if _543,0
43,lda.cpp_if _545,0
43,lda.cpp_for _557,0
43,lda.cpp_if _559,0
43,lda.cpp_for _569,0
43,lda.cpp_if _571,0
43,lda.cpp_for _581,0
43,lda.cpp_if _583,0
43,lda.cpp_if _597,0
43,lda.cpp_for _601,0
43,lda.cpp_if _607,0
43,lda.cpp_for _610,0
43,lda.cpp_for _613,0
43,lda.cpp_if _616,0
43,lda.cpp_if _621,0
43,lda.cpp_if _622,0
43,lda.cpp_if _624,0
43,lda.cpp_if _646,0
43,lda.cpp_if _654,0
43,lda.cpp_for _734,0
43,lda.cpp_if _735,0
43,lda.cpp_for _744,0
43,lda.cpp_for _745,0
43,lda.cpp_for _747,0
43,lda.cpp_orthes_756,0
43,lda.cpp_for _764,0
43,lda.cpp_for _769,0
43,lda.cpp_if _542,0
43,lda.cpp_if _539,0
43,lda.cpp_if _535,0
43,lda.cpp_for _417,0
43,lda.cpp_for _336,0
43,lda.cpp_if _337,0
43,lda.cpp_for _341,0
43,lda.cpp_while _348,0
43,lda.cpp_while _352,0
43,lda.cpp_if _354,0
43,lda.cpp_if _357,0
43,lda.cpp_if _366,0
43,merge.cpp_merge32s_401,0
43,lda.cpp_if _387,0
43,lda.cpp_if _394,0
43,lda.cpp_for _409,0
43,lda.cpp_for _425,0
43,lda.cpp_if _529,0
43,lda.cpp_for _444,0
43,persistence.cpp_if_6962,0
43,lda.cpp_if _451,0
43,lda.cpp_if _458,0
43,lda.cpp_for _460,0
43,lda.cpp_if _470,0
43,lda.cpp_while _491,0
43,lda.cpp_if _502,0
43,lda.cpp_for _513,0
43,lda.cpp_if _515,0
43,lda.cpp_for _522,0
43,lda.cpp_if _524,0
43,merge.cpp_merge64s_407,0
43,dxt.cpp_create_3297,0
43,merge.cpp_merge__269,0
43,matop.cpp_zeros_1701,0
43,array.cpp_cvReleaseImage_2994,0
43,array.cpp_cvSetImageROI_3011,0
43,dxt.cpp_DFTFactorize_133,0
43,dxt.cpp_DFTInit_177,0
43,dxt.cpp_DFT_575,0
43,dxt.cpp_RealDFT_1025,0
43,dxt.cpp_CCSIDFT_1162,0
43,dxt.cpp_DCT_3608,0
43,dxt.cpp_IDCT_3651,0
43,dxt.cpp_DCTInit_3690,0
43,dxt.cpp_DCT_64f_3784,0
43,dxt.cpp_IDCT_64f_3790,0
43,dxt.cpp_)_3821,0
43,dxt.cpp_if_3826,0
43,dxt.cpp_DctIPPLoop_3944,0
43,dxt.cpp_ippi_DCT_32f_3951,0
43,dxt.cpp_DctIPPLoop_3959,0
43,dxt.cpp_init_4079,0
43,dxt.cpp_apply_4112,0
43,dxt.cpp_create_4226,0
43,dxt.cpp_dct_4246,0
43,dxt.cpp_idct_4270,0
43,persistence.cpp_]_7050,0
43,matrix.cpp_iplImageToMat_691,0
43,matrix.cpp_transposeI__3415,0
43,parallel.cpp_ParallelLoopBody_132,0
43,parallel.cpp_)_244,0
43,array.cpp_cvReleaseImageHeader_2970,0
43,array.cpp_cvInitImageHeader_2914,0
43,array.cpp_cvCreateImage_2901,0
43,test_ds.cpp_create_random_graph_1888,0
43,test_ds.cpp_test_graph_ops_1457,0
43,test_ds.cpp_if_1597,0
43,test_ds.cpp_if_1692,0
43,test_ds.cpp_run_1806,0
43,mat.inl_step_564,0
43,datastructs.cpp_cvCreateChildMemStorage_119,0
43,datastructs.cpp_icvSeqElemsClearFlags_2969,0
43,datastructs.cpp_icvSeqFindNextElem_2997,0
43,datastructs.cpp_cvCreateGraphScanner_3049,0
43,datastructs.cpp_cvReleaseGraphScanner_3083,0
43,datastructs.cpp_cvNextGraphItem_3098,0
43,test_ds.cpp_clear_381,0
43,test_ds.cpp_run_1922,0
43,array.cpp_cvCreateImageHeader_2873,0
43,test_ds.cpp_if_1956,0
43,mat.inl_row_726,0
43,ptr.inl_stored_122,0
43,utility.hpp_deleteDataInstance_714,0
43,trace.private_parallel_for_stack_size_275,0
43,trace.private_getCurrentRegion_346,0
43,persistence.cpp_FileNodeIterator_7086,0
43,persistence.cpp_readObj_7077,0
43,persistence.cpp_]_7065,0
43,array.cpp_cvReleaseData_979,0
43,array.cpp_cvGetElemType_1084,0
43,persistence.cpp_]_7060,0
43,parallel.cpp_parallel_for__373,0
43,parallel.cpp_parallel_for_impl_413,0
43,persistence.cpp_writeObj_7018,0
43,dxt.cpp_apply_3206,0
43,dxt.cpp_Dft_R_IPPLoop_1723,0
43,dxt.cpp_ippi_DFT_C_32F_1754,0
43,dxt.cpp_CV_INSTRUMENT_REGION_IPP_1764,0
43,dxt.cpp_ippi_DFT_R_32F_1810,0
43,dxt.cpp_CV_INSTRUMENT_REGION_IPP_1820,0
43,dxt.cpp_OcvDftImpl_2648,0
43,dxt.cpp_init_2668,0
43,dxt.cpp_apply_2791,0
43,dxt.cpp_rowDft_2870,0
43,dxt.cpp_colDft_2924,0
43,dxt.cpp_OcvDftBasicImpl_3064,0
43,dxt.cpp_init_3068,0
43,dxt.cpp_create_3276,0
43,dxt.cpp_)_1655,0
43,lda.cpp_for _777,0
43,dxt.cpp_dft_3324,0
43,dxt.cpp_idft_3374,0
43,test_dxt.cpp_initDFTWave_10,0
43,test_dxt.cpp_DFT_1D_35,0
43,test_dxt.cpp_DFT_2D_106,0
43,test_dxt.cpp_convertFromCCS_247,0
43,test_dxt.cpp_run_func_694,0
43,test_dxt.cpp_prepare_to_validation_706,0
43,convert.cpp_ipp_merge_274,0
43,convert.cpp_merge_325,0
43,dxt.cpp_complementComplex_2495,0
43,dxt.cpp_Dft_C_IPPLoop_1715,0
43,dxt.cpp_)_1647,0
43,persistence.cpp_writeRaw_7007,0
43,test_dxt.cpp_run_927,0
43,persistence.cpp_icvIsImage_5589,0
43,persistence.cpp_if_6980,0
43,trace.cpp_TraceManagerThreadLocal_700,0
43,test_dxt.cpp_initDCTWave_138,0
43,test_dxt.cpp_DCT_1D_159,0
43,test_dxt.cpp_DCT_2D_213,0
43,test_dxt.cpp_temp_dst_528,0
43,test_dxt.cpp_get_test_array_types_and_sizes_545,0
43,test_dxt.cpp_get_success_error_level_650,0
43,test_dxt.cpp_prepare_test_case_656,0
43,test_dxt.cpp_run_func_759,0
43,test_dxt.cpp_prepare_to_validation_771,0
43,utility.hpp_allocate_995,0
43,dxt.cpp_)_1574,0
43,dxt.cpp_)_386,0
43,dxt.cpp_CopyColumn_1339,0
43,dxt.cpp_CopyFrom2Columns_1376,0
43,dxt.cpp_CopyTo2Columns_1422,0
43,dxt.cpp_ExpandCCS_1466,0
43,dxt.cpp_DFT_32f_1507,0
43,dxt.cpp_DFT_64f_1512,0
